outs,base_runners,run_expectancy
0,OOO,0.46155701754385964
0,OOX,1.3130252100840336
0,OXO,1.0923168552709945
0,OXX,1.9966722129783694
0,XOO,0.8168424881775191
0,XOX,1.8024564994882293
0,XXO,1.3854489164086687
0,XXX,2.1698412698412697
1,OOO,0.24325475285171103
1,OOX,0.9171210468920392
1,OXO,0.6228551211745975
1,OXX,1.3676277850589778
1,XOO,0.4961750305997552
1,XOX,1.114463601532567
1,XXO,0.83984375
1,XXX,1.5626156693399136
2,OOO,0.09263503705401482
2,OOX,0.34621905730756186
2,OXO,0.3047762419597646
2,OXX,0.5483528161530287
2,XOO,0.21382144191258873
2,XOX,0.4862572107227689
2,XXO,0.4047287899860918
2,XXX,0.7181274900398407
