outs,base_runners,run_expectancy
0,OOO,0.544143231517981
0,OOX,1.4393638170974155
0,OXO,1.1583287520615724
0,OXX,1.973134328358209
0,XOO,0.9347482897737239
0,XOX,1.8155339805825244
0,XXO,1.5796598403332176
0,XXX,2.3692307692307693
1,OOO,0.29799826474962815
1,OOX,0.9654320987654321
1,OXO,0.7374440576827449
1,OXX,1.4590529247910864
1,XOO,0.5701579512344732
1,XOX,1.1812943262411348
1,XXO,0.9674845401954917
1,XXX,1.6693835965359145
2,OOO,0.10904827047097909
2,OOX,0.38113695090439276
2,OXO,0.3621727748691099
2,OXX,0.5935417734495131
2,XOO,0.23937816013885743
2,XOX,0.5049867021276596
2,XXO,0.4597043395326657
2,XXX,0.8304936653560506
