outs,base_runners,run_expectancy
0,OOO,0.5025134452859181
0,OOX,1.3436293436293436
0,OXO,1.1355140186915889
0,OXX,1.9313432835820896
0,XOO,0.8647101580955843
0,XOX,1.7195876288659795
0,XXO,1.449766355140187
0,XXX,2.1038406827880514
1,OOO,0.27085610200364296
1,OOX,0.9391163793103449
1,OXO,0.6772408705274806
1,OXX,1.3674507310870947
1,XOO,0.517304189435337
1,XOX,1.1981852913085005
1,XXO,0.9267764298093587
1,XXX,1.5416666666666667
2,OOO,0.10719552312171512
2,OOX,0.3744725738396624
2,OXO,0.3165807560137457
2,OXX,0.5545171339563862
2,XOO,0.22287566915479154
2,XOX,0.48283185840707965
2,XXO,0.4189618644067797
2,XXX,0.7051347229283172
