outs,base_runners,run_expectancy
0,OOO,0.518992659414522
0,OOX,1.3983739837398375
0,OXO,1.1553316540722083
0,OXX,1.9709923664122138
0,XOO,0.9038256227758007
0,XOX,1.8508442776735459
0,XXO,1.5170818505338077
0,XXX,2.3160054719562244
1,OOO,0.2752180097717855
1,OOX,0.9418663946965834
1,OXO,0.6910381251031523
1,OXX,1.366448542534206
1,XOO,0.540536398467433
1,XOX,1.2032845095428317
1,XXO,0.9447600391772771
1,XXX,1.5185384202041914
2,OOO,0.1016321919675899
2,OOX,0.3641732283464567
2,OXO,0.3245554499796389
2,OXX,0.6323076923076923
2,XOO,0.22819722650231125
2,XOX,0.5331081081081082
2,XXO,0.4587720719261299
2,XXX,0.7738042020563254
