outs,base_runners,run_expectancy
0,OOO,0.5304727465161404
0,OOX,1.377319587628866
0,OXO,1.1847979655269851
0,OXX,2.021638330757342
0,XOO,0.9255140764274998
0,XOX,1.8795066413662238
0,XXO,1.5661053385883197
0,XXX,2.469361147327249
1,OOO,0.2815813062158069
1,OOX,1.030241935483871
1,OXO,0.7141448989650074
1,OXX,1.4248484848484848
1,XOO,0.541853911188971
1,XOX,1.2123893805309736
1,XXO,0.9205418520016174
1,XXX,1.557837837837838
2,OOO,0.1089563862928349
2,OOX,0.3920676202860858
2,OXO,0.34191176470588236
2,OXX,0.558282208588957
2,XOO,0.23873260738052027
2,XOX,0.5282068502350571
2,XXO,0.45394217095907724
2,XXX,0.8052467763450423
