"player_id","last_name","first_name","season_id","conference","league_id","games_played","minutes","points","o_rebounds","d_rebounds","rebounds","assists","steals","blocks","turnovers","personal_fouls","fg_attempted","fg_made","ft_attempted","ft_made","three_attempted","three_made"
"abdulka01","Abdul-Jabbar","Kareem","1978","West","NBA","1","28","11",,,"8","3",,,,,"12","5","2","1",,
"abdulka01","Abdul-Jabbar","Kareem","1969","East","NBA","1","18","10",,,"11","4",,,,,"8","4","2","2",,
"abdulka01","Abdul-Jabbar","Kareem","1988","West","NBA","1","13","4",,,"3","0",,,,,"6","1","2","2",,
"abdulka01","Abdul-Jabbar","Kareem","1987","West","NBA","1","14","10",,,"4","0",,,,,"9","4","2","2",,
"abdulka01","Abdul-Jabbar","Kareem","1986","West","NBA","1","27","10",,,"8","3",,,,,"9","4","2","2",,
"abdulka01","Abdul-Jabbar","Kareem","1985","West","NBA","1","32","21",,,"7","2",,,,,"15","9","4","3",,
"abdulka01","Abdul-Jabbar","Kareem","1984","West","NBA","1","23","11",,,"6","1",,,,,"10","5","2","1",,
"abdulka01","Abdul-Jabbar","Kareem","1983","West","NBA","1","37","25",,,"13","2",,,,,"19","11","4","3",,
"abdulka01","Abdul-Jabbar","Kareem","1982","West","NBA","1","32","20",,,"6","5",,,,,"12","9","3","2",,
"abdulka01","Abdul-Jabbar","Kareem","1980","West","NBA","1","23","15",,,"6","4",,,,,"9","6","3","3",,
"abdulka01","Abdul-Jabbar","Kareem","1979","West","NBA","1","30","17",,,"16","9",,,,,"17","6","6","5",,
"abdulka01","Abdul-Jabbar","Kareem","1976","West","NBA","1","23","21",,,"4","2",,,,,"14","8","6","5",,
"abdulka01","Abdul-Jabbar","Kareem","1975","West","NBA","1","36","22",,,"5","3",,,,,"16","9","4","4",,
"abdulka01","Abdul-Jabbar","Kareem","1974","West","NBA","1","19","7",,,"10","3",,,,,"10","3","2","1",,
"abdulka01","Abdul-Jabbar","Kareem","1973","West","NBA","1","23","14",,,"8","6",,,,,"11","7","0","0",,
"abdulka01","Abdul-Jabbar","Kareem","1972","West","NBA","1","98",,,,,,,,,,,,,,,
"abdulka01","Abdul-Jabbar","Kareem","1971","West","NBA","1","19","12",,,"7","2",,,,,"10","5","2","2",,
"abdulka01","Abdul-Jabbar","Kareem","1970","West","NBA","1","30","19",,,"14","1",,,,,"16","8","4","3",,
"abdulka01","Abdul-Jabbar","Kareem","1981","West","NBA","1","22","2","1","2","3","1","3","2","1","3","10","1","0","0","0","0"
"abdursh01","A-Rahim","Shareef","2001","East","NBA","1","21","9","1","5","6","0","0","0","0","2","4","4","0","0","1","1"
"adamsal01","Adams","Alvan","1975","West","NBA","1","11","4",,,"3","0",,,,,"4","2","0","0",,
"adamsmi01","Adams","Michael","1991","East","NBA","1","14","9",,,"1","1",,,,,"8","4","0","0",,
"aguirma01","Aguirre","Mark","1987","West","NBA","1","12","14",,,"1","1",,,,,"10","5","3","3",,
"aguirma01","Aguirre","Mark","1986","West","NBA","1","17","9",,,"2","1",,,,,"6","3","3","2",,
"aguirma01","Aguirre","Mark","1983","West","NBA","1","13","13",,,"1","2",,,,,"8","5","4","3",,
"aingeda01","Ainge","Danny","1987","East","NBA","1","19","12",,,"3","2",,,,,"11","4","2","1",,
"allenra02","Allen","Ray","2001","East","NBA","1","25","15","1","2","3","5","3","0","1","3","17","6","0","0","10","3"
"allenra02","Allen","Ray","2000","East","NBA","1","19","15","1","2","3","2","1","1","1","0","15","7","0","0","7","1"
"allenra02","Allen","Ray","1999","East","NBA","1","17","14","1","0","1","2","3","1","3","2","13","4","6","5","6","1"
"allenra02","Allen","Ray","2003","West","NBA","1","23","16","2","1","3","4","1","0","3","2","13","6","4","3","4","1"
"allenra02","Allen","Ray","2008","East","NBA","1","18","8","1","2","3","1","0","0","1","0","10","4","0","0","3","0"
"allenra02","Allen","Ray","2007","East","NBA","1","19","28","0","2","2","1","2","0","0","0","14","10","5","3","9","5"
"allenra02","Allen","Ray","2004","West","NBA","1","22","17","0","4","4","1","0","0","1","2","16","6","0","0","11","5"
"allenra02","Allen","Ray","2005","West","NBA","1","18","8","0","2","2","1","0","0","1","2","13","4","0","0","7","0"
"allenra02","Allen","Ray","2006","West","NBA","1","21","12","0","1","1","3","1","0","1","0","10","4","0","0","7","4"
"anderke02","Anderson","Kenny","1993","East","NBA","1","16","6",,,"4","3",,,,,"10","3","0","0",,
"anthoca01","Anthony","Carmelo","2009","West","NBA","1","29","27","4","6","10","2","0","0","2","0","22","13","1","0","4","1"
"anthoca01","Anthony","Carmelo","2006","West","NBA","1","25","20","3","6","9","1","0","2","1","0","15","10","0","0","0","0"
"antonca01","Anthony","Carmelo","2007","West","NBA","1","21","18","2","5","7","1","0","0","2","0","17","8","3","2","0","0"
"archina01","Archibald","Nate","1980","East","NBA","1","25","9",,,"5","9",,,,,"7","4","3","1",,
"archina01","Archibald","Nate","1979","East","NBA","1","21","2",,,"3","6",,,,,"8","0","3","2",,
"archina01","Archibald","Nate","1975","West","NBA","1","30","13",,,"15","7",,,,,"13","5","3","3",,
"archina01","Archibald","Nate","1974","West","NBA","1","36","27",,,"2","6",,,,,"15","10","8","7",,
"archina01","Archibald","Nate","1972","West","NBA","1","27","17",,,"1","5",,,,,"12","6","5","5",,
"archina01","Archibald","Nate","1981","East","NBA","1","23","6","1","1","2","7","1","0","2","3","5","2","2","2","0","0"
"arenagi01","Arenas","Gilbert","2006","East","NBA","1","20","8","0","1","1","4","1","0","2","0","8","3","0","0","7","2"
"arenagi01","Arenas","Gilbert","2004","East","NBA","1","14","7","1","1","2","2","0","0","0","1","11","3","0","0","3","1"
"arenagi01","Arenas","Gilbert","2005","East","NBA","1","10","1","0","0","0","1","1","0","1","1","4","0","2","1","2","0"
"arizipa01","Arizin","Paul","1950","East","NBA","1","0","15",,,"7","0",,,,,"12","7","2","1",,
"arizipa01","Arizin","Paul","1961","East","NBA","1","21","4",,,"2","0",,,,,"12","2","0","0",,
"arizipa01","Arizin","Paul","1960","East","NBA","1","17","17",,,"2","1",,,,,"12","6","6","5",,
"arizipa01","Arizin","Paul","1959","East","NBA","1","99",,,,,,,,,,,,,,,
"arizipa01","Arizin","Paul","1958","East","NBA","1","30","16",,,"8","0",,,,,"15","4","9","8",,
"arizipa01","Arizin","Paul","1957","East","NBA","1","29","24",,,"8","2",,,,,"17","11","2","2",,
"arizipa01","Arizin","Paul","1956","East","NBA","1","26","13",,,"5","0",,,,,"13","6","2","1",,
"arizipa01","Arizin","Paul","1955","East","NBA","1","28","13",,,"7","1",,,,,"13","5","5","3",,
"arizipa01","Arizin","Paul","1954","East","NBA","1","23","9",,,"2","2",,,,,"9","4","2","1",,
"arizipa01","Arizin","Paul","1951","East","NBA","1","32","26",,,"6","0",,,,,"13","9","8","8",,
"armstbj01","Armstrong","B.J.","1993","East","NBA","1","22","11",,,"1","4",,,,,"9","5","0","0",,
"artesro01","Artest","Ron","2003","East","NBA","1","17","7","1","2","3","3","1","0","1","2","5","3","2","1","1","0"
"bakervi01","Baker","Vin","1996","East","NBA","1","24","19","7","5","12","1","0","0","0","2","12","8","4","3","0","0"
"bakervi01","Baker","Vin","1995","East","NBA","1","14","6",,,"2","2",,,,,"5","2","2","2",,
"bakervi01","Baker","Vin","1994","East","NBA","1","11","2",,,"2","0",,,,,"2","0","4","2",,
"bakervi01","Baker","Vin","1997","West","NBA","1","21","8","6","2","8","0","1","0","0","1","12","3","2","2","0","0"
"barklch01","Barkley","Charles","1996","West","NBA","1","99",,,,,,,,,,,,,,,
"barklch01","Barkley","Charles","1991","East","NBA","1","28","12",,,"9","1",,,,,"14","6","0","0",,
"barklch01","Barkley","Charles","1990","East","NBA","1","35","17",,,"22","4",,,,,"15","7","6","3",,
"barklch01","Barkley","Charles","1989","East","NBA","1","22","17",,,"4","0",,,,,"12","7","3","2",,
"barklch01","Barkley","Charles","1988","East","NBA","1","20","17",,,"5","0",,,,,"11","6","8","5",,
"barklch01","Barkley","Charles","1987","East","NBA","1","15","4",,,"3","0",,,,,"4","1","2","2",,
"barklch01","Barkley","Charles","1986","East","NBA","1","16","7",,,"4","1",,,,,"6","2","6","3",,
"barklch01","Barkley","Charles","1995","West","NBA","1","16","8",,,"0","1",,,,,"6","4","0","0",,
"barklch01","Barkley","Charles","1994","West","NBA","1","23","15",,,"9","2",,,,,"12","7","0","0",,
"barklch01","Barkley","Charles","1992","Weset","NBA","1","34","16",,,"4","7",,,,,"11","5","7","5",,"1"
"barksdo01","Barksdale","Don","1952","East","NBA","1","11","1",,,"3","2",,,,,"1","0","3","1",,
"barnedi01","Barnett","Dick","1967","East","NBA","1","22","15",,,"1","0",,,,,"12","7","2","1",,
"barnema01","Barnes","Marvin","1974","East","ABA","1","21","16","0","1","1","1","0","0","2","2","13","6","4","4","0","0"
"barnema01","Barnes","Marvin","1975","Allstars","ABA","1","13","7",,,"0","1",,,,"3","5","3","1","1","0","0"
"barnhle01","Barnhorst","Leo","1952","West","NBA","1","13","2",,,"3","2",,,,,"2","1","1","0",,
"barnhle01","Barnhorst","Leo","1951","West","NBA","1","23","14",,,"2","2",,,,,"16","7","1","0",,
"barroda01","Barros","Dana","1994","East","NBA","1","11","5",,,"1","3",,,,,"5","2","0","0",,
"barryri01","Barry","Rick","1977","West","NBA","1","30","15",,,"4","5",,,,,"17","7","1","1",,
"barryri01","Barry","Rick","1976","West","NBA","1","29","18",,,"4","8",,,,,"16","7","4","4",,
"barryri01","Barry","Rick","1975","West","NBA","1","28","17",,,"4","2",,,,,"15","6","5","5",,
"barryri01","Barry","Rick","1974","West","NBA","1","38","22",,,"5","8",,,,,"20","11","0","0",,
"barryri01","Barry","Rick","1973","West","NBA","1","19","8",,,"4","3",,,,,"6","3","2","2",,
"barryri01","Barry","Rick","1972","West","NBA","1","99",,,,,,,,,,,,,,,
"barryri01","Barry","Rick","1966","West","NBA","1","34","38",,,"6","3",,,,,"27","16","8","6",,
"barryri01","Barry","Rick","1965","West","NBA","1","17","10",,,"2","2",,,,,"10","4","4","2",,
"barryri01","Barry","Rick","1968","West","ABA","1","12","10","1","2","3","1",,,"1","2","9","3","5","4","0","0"
"barryri01","Barry","Rick","1969","West","ABA","1","27","16",,,"7","7",,,,"0","12","7","2","2","0","0"
"barryri01","Barry","Rick","1970","East","ABA","1","17","14","0","2","2","2",,,"2","3","6","4","6","6","0","0"
"barryri01","Barry","Rick","1971","East","ABA","1","26","4","4","8","12","8",,,"1","2","10","2","1","0","0","0"
"bayloel01","Baylor","Elgin","1969","West","NBA","1","26","9",,,"7","3",,,,,"9","2","7","5",,
"bayloel01","Baylor","Elgin","1968","West","NBA","1","32","21",,,"9","5",,,,,"13","5","12","11",,
"bayloel01","Baylor","Elgin","1967","West","NBA","1","27","22",,,"6","1",,,,,"13","8","7","6",,
"bayloel01","Baylor","Elgin","1966","West","NBA","1","20","20",,,"5","5",,,,,"14","8","4","4",,
"bayloel01","Baylor","Elgin","1964","West","NBA","1","27","18",,,"7","0",,,,,"13","5","8","8",,
"bayloel01","Baylor","Elgin","1963","West","NBA","1","29","15",,,"8","5",,,,,"15","5","11","5",,
"bayloel01","Baylor","Elgin","1962","West","NBA","1","36","17",,,"14","7",,,,,"15","4","13","9",,
"bayloel01","Baylor","Elgin","1961","West","NBA","1","37","32",,,"9","4",,,,,"23","10","14","12",,
"bayloel01","Baylor","Elgin","1960","West","NBA","1","27","15",,,"10","4",,,,,"11","3","10","9",,
"bayloel01","Baylor","Elgin","1959","West","NBA","1","28","25",,,"13","3",,,,,"18","10","7","5",,
"bayloel01","Baylor","Elgin","1958","West","NBA","1","32","24",,,"11","1",,,,,"20","10","5","4",,
"beardbu01","Beard","Butch","1971","East","NBA","1","7","3",,,"1","0",,,,,"4","1","1","1",,
"beardra01","Beard","Ralph","1950","West","NBA","1","0","6",,,"3","2",,,,,"8","3","3","0",,
"beasljo01","Beasley","John","1967","West","ABA","1","24","9","1","3","4","0",,,"0","5","9","4","1","1","0","0"
"beasljo01","Beasley","John","1968","West","ABA","1","29","19","5","9","14","2",,,"2","5","12","8","3","3","0","0"
"beasljo01","Beasley","John","1969","West","ABA","1","18","11",,,"8","0",,,,"5","7","5","0","0","1","1"
"beattze01","Beatty","Zelmo","1967","West","NBA","1","30","6",,,"10","1",,,,,"11","2","2","2",,
"beattze01","Beatty","Zelmo","1965","West","NBA","1","24","10",,,"18","1",,,,,"11","0","13","10",,
"beatyze01","Beatty","Zelmo","1970","West","ABA","1","27","12","2","6","8","3",,,"4","4","11","5","3","2","0","0"
"beatyze01","Beatty","Zelmo","1971","West","ABA","1","27","15","3","4","7","0",,,"4","4","11","7","1","1","0","0"
"beatyze01","Beatty","Zelmo","1972","West","ABA","1","15","6","0","4","4","1","1","2","1","1","6","3","0","0","0","0"
"beckby01","Beck","Byron","1968","West","ABA","1","27","14","3","7","10","1",,,"1","3","13","7","0","0","0","0"
"beckby01","Beck","Byron","1975","Denver","ABA","1","20","14",,,"4","0",,,,"3","11","6","2","2","0","0"
"beckear01","Becker","Arthur","1967","West","ABA","1","19","11","3","2","5","0",,,"2","1","13","5","1","1","0","0"
"beckear01","Becker","Arthur","1971","West","ABA","1","9","0","0","0","0","1",,,"1","0","2","0","0","0","0","0"
"bellawa01","Bellamy","Walt","1964","West","NBA","1","17","12",,,"5","1",,,,,"5","4","4","4",,
"bellawa01","Bellamy","Walt","1963","West","NBA","1","23","11",,,"7","0",,,,,"11","4","5","3",,
"bellawa01","Bellamy","Walt","1962","West","NBA","1","14","2",,,"1","2",,,,,"4","1","2","0",,
"bellawa01","Bellamy","Walt","1961","West","NBA","1","29","23",,,"17","1",,,,,"18","10","8","3",,
"billuch01","Billups","Chauncey","2009","West","NBA","1","26","17","0","0","0","5","1","0","2","1","11","6","0","0","8","5"
"billuch01","Billups","Chauncey","2008","West","NBA","1","19","5","0","2","2","3","1","0","3","2","5","2","0","0","3","1"
"billuch01","Billups","Chauncey","2005","East","NBA","1","16","15","0","4","4","7","0","0","2","1","10","6","1","1","5","2"
"billuch01","Billups","Chauncey","2006","East","NBA","1","16","8","1","3","4","6","0","0","0","0","8","3","2","2","3","0"
"billuch01","Billups","Chauncey","2007","East","NBA","1","18","6","0","1","1","4","0","0","1","1","10","3","1","0","6","0"
"bingda01","Bing","Dave","1974","West","NBA","1","12","2",,,"0","1",,,,,"2","0","2","2",,
"bingda01","Bing","Dave","1973","West","NBA","1","16","5",,,"6","2",,,,,"9","2","1","1",,
"bingda01","Bing","Dave","1972","West","NBA","1","19","2",,,"3","0",,,,,"4","0","2","2",,
"bingda01","Bing","Dave","1970","West","NBA","1","19","4",,,"2","2",,,,,"7","2","0","0",,
"bingda01","Bing","Dave","1968","East","NBA","1","13","3",,,"0","3",,,,,"3","1","1","1",,
"bingda01","Bing","Dave","1967","East","NBA","1","20","9",,,"2","4",,,,,"7","4","1","1",,
"bingda01","Bing","Dave","1975","East","NBA","1","26","16",,,"3","4",,,,,"11","7","2","2",,
"birdla01","Bird","Larry","1991","East","NBA","1","99",,,,,,,,,,,,,,,
